record_id,title,abstract,doi,asreview_prior,exported_notes_1,included,asreview_ranking
874,[Not Available].,,10.1024/1661-8157/a002667,,,,1564
0,Effect of laparoscopic gastric sleeve vs. laparoscopic gastric bypass in Roux-Y on long-term weight loss in obese mexican population.,"Compare the weight loss results between long-term procedures up to 5 years, after undergoing MGL and RYGB in Mexican patients with obesity and associated comorbidity. The most common bariatric surgical procedures worldwide are, laparoscopic gastric sleeve (MGL) and laparoscopic Roux-en-Y gastric bypass (RYGB), as a treatment for weight loss and remission of comorbidity associated with obesity; however, they are the long-term weight loss results in the Mexican population are unknown. Retrospective, observational cohort of patients with obesity undergoing MGL or RYGB in a private hospital Medica Sur, in Mexico City, in the period from 2013 to 2021. Instrumental variables analysis and standardized mean differences were used to calculate outcomes up to 5 years at 5 follow-up visits (S1-S5), at 7 days, 2 months, 6 months, 10 months and 2-5 years after surgery, to compare results of the groups. 104 patients were included in two groups: 31 (30.09%) with MG and 73 (70.87%) with RYGB. The last follow-up (S5), the MG group recorded a mean EW 9.61 kg, EW% 12.72% and EWL% 73.50%, and the RYGB group EW 10.1 kg, EW% 14.72% and EWL% 70.41%. No significant difference was found between groups for long-term EW loss (p = 0.082); however, there is a greater decrease in weight loss in RYGB at 6-12 months compared to MGL.",10.24875/CIRU.23000545,1,,0,1565
1,Gastric Cancer in One-Anastomosis Mini-gastric Bypass: Case Report and Systematic Review.,"In the last years, one-anastomosis gastric bypass (OAGB) has been proposed more frequently as obesity surgery technique. Several trials have demonstrated that the easier technical feasibility does not affect the long-term surgical result. However, concern about increased risk of gastric and esophageal cancers has been expressed by several bariatric surgeons. The present study reports the 2nd case of cancer of the gastrointestinal-jejunal anastomosis in a OAGB patient focusing the attention on some technical issues correlated and offering a systematic review of the literature.",10.1007/s11695-024-07545-2,1,,0,1566
2,The effect of laparoscopic vertical sleeve gastrectomy and laparoscopic roux-en-Y gastric bypass on gastroesophageal reflux disease: An updated meta-analysis and systematic review of 5-year post-operative data from randomized controlled trials.,"To evaluate 5-year effect of laparoscopic vertical sleeve gastrectomy (LVSG) versus laparoscopic roux-en-Y gastric bypass (LRYGB) on gastroesophageal reflux disease (GERD) solely based on randomized controlled trials (RCTs). A systematic review and meta-analysis of 5-year postoperative GERD data comparing LVSG and LRYGB in adults were undertaken. Electronic databases were searched from January 2015 to March 2024 for publications meeting inclusion criteria. The Hartung-Knapp-Sidik-Jonkman random effects model was applied to estimate pooled odds ratio where meta-analysis was possible. Bias and certainty of evidence were assessed using the Cochrane Risk of Bias Tool 2 and GRADE. Five RCTs were analysed (LVSG nâ€‰=â€‰554, LRYGB nâ€‰=â€‰539). LVSG was associated with increased adverse GERD outcomes compared to LRYGB at 5Â years. The odds for revisional surgery to treat GERD in LVSG patients were 11 times higher compared to LRYGB (OR 11.47, 95% CI 1.83 to 71.69; pâ€‰=â€‰0.02; I2â€‰=â€‰0% High level of certainty). Similarly pharmacological management for increasing GERD was significantly more frequent in LVSG patients compared to LRYGB (OR 3.89, 95% CI 2.31 to 6.55; pâ€‰â‰¤â€‰0.01; I2â€‰=â€‰0% Moderate level of certainty). Overall, LVSG was associated with significantly more interventions (both medical and surgical) for either worsening GERD and/or development of de novo GERD compared to LRYGB (OR 5.98, 95% CI 3.48 to 10.29; pâ€‰â‰¤â€‰0.01; I2â€‰=â€‰0%) Moderate level of certainty). The development and worsening of GERD symptoms are frequently associated with LVSG compared to LRYGB at 5Â years postoperatively requiring either initiation or increase of pharmacotherapy or failing that revisional bariatric surgery. Appropriate patient/surgical selection is crucial to reduce these postoperative risks of GERD.",10.1007/s00464-024-11303-x,1,,0,1567
3,"Pancreatic Enzyme Replacement Leads to Increased Vitamin D Uptake in Patients Undergoing Sleeve-gastrectomy - A Prospective, Monocentric Trial.","Metabolic and bariatric surgery (MBS) is often considered to be associated with macro- and micronutrient deficiency. A possible treatment option can be the implementation of pancreatic enzyme replacement (PERT) and may lead to better outcomes. We designed a prospective trial investigating the possible impact of PERT in patients undergoing MBS at a high-volume center. A prospective two-arm randomized controlled trial was conducted on patients who underwent either sleeve gastrectomy or gastric bypass procedures at a high-volume center. Patients underwent bariatric surgery and follow-up examinations at 3, 6, and 12 months after surgery. Patients were stratified either to the treatment group with PERT or to the control group. The primary endpoint of the study was a change in BMI. Lab testing was carried out to measure secondary endpoints, including albumin and vitamin D levels. Overall, 204 patients were enrolled. Due to missing follow-ups, surgical complications, and side effects due to Kreon medication, 65 were excluded. Analysis of primary endpoints indicates that PERT does not lead to slower weight loss or BMI reduction. Analysis of secondary endpoints showed significantly better vitamin D levels in patients undergoing MBS and PERT. No statistical difference was seen regarding albumin. In both arms, fatty liver disease improved. Quality of life is positively judged as comparable by patients in both groups. Herein, we show an association between PERT and higher vitamin D levels in patients undergoing MBS. An optimized enzymatic environment due to PERT may therefore result in higher vitamin D levels and may improve clinical outcomes in patients undergoing MBS.",10.1007/s11695-024-07526-5,1,,0,1568
4,Long-term Outcome of the Dutch Common Channel Trial (DUCATI): Preservation of Superior Weight Loss Results Without Significant Malnutrition Side Effects.,"The optimal bowel limb lengths for laparoscopic Roux-en-Y gastric bypass (LRYGB) to maximize weight loss while minimizing nutritional deficiencies in severe obesity treatment remain a topic of debate. The multi-center Dutch Common Channel Trial (DUCATI) aims to compare the outcomes of a very long Roux Limb Roux-en-Y gastric bypass (VLRL-LRYGB) with a standard Roux-en-Y gastric bypass (S-LRYGB). A total of 444 patients were randomly assigned in a 1:1, double-blind manner to undergo either VLRL-RYGB or S-LRYGB. Five-year follow-up data were assessed, concentrating on weight loss, obesity-related medical conditions, complications, re-operations, and malnutrition. Both groups had comparable total alimentary lengths (RLâ€‰+â€‰CC). The VLRL-LRYGB group demonstrated significantly greater %TWL (32.2% vs. 28.6%, pâ€‰=â€‰0.002) and %EWL (81.2% vs. 70.3%, pâ€‰=â€‰0.002) at 5Â years. Eight (3.6%) patients in the VLRL-LRYGB group versus 2 (0.9%) in the S-LRYGB group (pâ€‰=â€‰0.055) needed modification surgery for malabsorption. Suboptimal clinical response rate was significantly higher (22.0% vs. 8.3%) in S-LRYGB group. No significant differences for nutrient deficiencies in favor of the S-LRYGB group were found. A 100-cm common channel with a relatively long Roux limb provides superior, sustainable weight loss over 5Â years, without significantly increased rate of malabsorption-related re-operations. These results suggest that a longer Roux limb can still ensure adequate micronutrient uptake in the total alimentary tract. These findings should be considered in discussions regarding the optimal Roux-en-Y limb length for severe obesity treatment.",10.1007/s11695-024-07424-w,1,,0,1569
7,Metabolomic Fingerprints of Medical Therapy Versus Bariatric Surgery in Patients With Obesity and Type 2 Diabetes: The STAMPEDE Trial.,"Roux-en-Y gastric bypass (RYGB) and sleeve gastrectomy (SG) are effective procedures to treat and manage type 2 diabetes (T2D). However, the underlying metabolic adaptations that mediate improvements in glucose homeostasis remain largely elusive. The purpose of this study was to identify metabolic signatures associated with biochemical resolution of T2D after medical therapy (MT) or bariatric surgery. Plasma samples from 90 patients (age 49.9 Â± 7.6 years; 57.7% female) randomly assigned to MT (n = 30), RYGB (n = 30), or SG (n = 30) were retrospectively subjected to untargeted metabolomic analysis using ultra performance liquid chromatography with tandem mass spectrometry at baseline and 24 months of treatment. Phenotypic importance was determined by supervised machine learning. Associations between change in glucose homeostasis and circulating metabolites were assessed using a linear mixed effects model. The circulating metabolome was dramatically remodeled after SG and RYGB, with largely overlapping signatures after MT. Compared with MT, SG and RYGB profoundly enhanced the concentration of metabolites associated with lipid and amino acid signaling, while limiting xenobiotic metabolites, a function of decreased medication use. Random forest analysis revealed 2-hydroxydecanoate as having selective importance to RYGB and as the most distinguishing feature between MT, SG, and RYGB. To this end, change in 2-hydroxydecanoate correlated with reductions in fasting glucose after RYGB but not SG or MT. We identified a novel metabolomic fingerprint characterizing the longer-term adaptations to MT, RYGB, and SG. Notably, the metabolomic profiles of RYGB and SG procedures were distinct, indicating equivalent weight loss may be achieved by divergent effects on metabolism.",10.2337/dc24-0859,1,,0,1570
8,Short-term gut microbiota's shift after laparoscopic Roux-en-Y vs one anastomosis gastric bypass: results of a multicenter randomized control trial.,"Roux-en-Y (RYGB) and one anastomosis gastric bypass (OAGB) represent two of the most used bariatric/metabolic surgery (BMS) procedures. Gut microbiota (GM) shift after bypass surgeries, currently understated, may be a possible key driver for the short- and long-term outcomes. Prospective, multicenter study enrolling patients with severe obesity, randomized between OAGB or RYGB. Fecal and blood samples were collected, pre- (T0) and 24Â months postoperatively (T1). GM was determined by V3-V4 16S rRNA regions sequencing and home-made bioinformatic pipeline based on Qiime2 plugin and R packages. To compare OAGB vs RYGB microbiota profile at T1 and its impact on metabolic and nutritional status. 54 patients completed the study, 27 for each procedure. An overall significant variation was detected in anthropometric and serum nutritional parameters at T1, with a significant, similar decrease in overall microbial alpha and beta diversity observed in both groups. An increase in relative abundances of Actinobacteria and Proteobacteria and a reduction of Bacteroidetes, no significant changes in Firmicutes and Verrucomicrobia, with an increase of the Firmicutes/Bacteroidetes ratio were observed. BMS promotes a dramatic change in GM composition. This is the first multicenter, RCT evaluating the impact of OAGB vs Roux-en-Y bypass on GM profile. The bypass technique per se did not impact differently on GM or other examined metabolic parameters. The emergence of slightly different GM profile postoperatively may be related to clinical conditions or may influence medium or long-term outcomes and as such GM profile may represent a biomarker for bariatric surgery's outcomes.",10.1007/s00464-024-11154-6,1,,0,1571
9,Efficacy and safety of long vs short biliopancreatic limb in Roux-en-y gastric bypass surgery: A systematic review and meta-analysis.,,10.1016/j.cpsurg.2024.101562,1,,0,1572
11,Metabolic adaptation following gastric bypass surgery: results from a 2-year observational study.,"Metabolic adaptation is the lowering of basal metabolic rate (BMR) beyond what is predicted from changes in fat mass (FM) and fat-free mass (FFM) and may hamper weight-loss progression. It is unclear whether metabolic adaptation occurs following gastric bypass surgery (GBP) and if it persists. The aim of this study was to evaluate the reduction in BMR that is not explained by changes in body composition in patients following GBP compared to a weight-stable comparator group. Thirty-one patients [77.4% female; mean BMI 45.5(SD 7.0) kg/m2; age 47.4(11.6)y] who underwent GBP, and 32 time-matched comparators [50% female; BMI 27.2(4.6) kg/m2; age 41.8(13.6)y) were evaluated at 1-month pre-surgery, 3-, 12- and 24-months post-surgery. BMR was measured under standardised residential conditions using indirect calorimetry and body composition using DXA. Linear regression analyses assessed metabolic adaptation post-surgery. After surgery, patients lost a quarter of their body weight [-25.6%(1.8%); pâ€‰<â€‰0.0001] consisting mainly of FM (4:1 FM to FFM loss ratio) at 24-months post-surgery. Absolute BMR (MJ/d) reduced by 25.7% at 24-months post-surgery with values becoming similar to the comparator group from 3-months post-surgery. Positive associations were observed between changes in BMR and changes in FFM and FM (Pâ€‰<â€‰0.03). Metabolic adaptation was present in patients during the 1) rapid weight loss phase (6.9â€‰kg/month at 3-months post-surgery) (pâ€‰=â€‰0.011), 2) slower weight loss phase (1.6â€‰kg/month from 3 to 12-months post-surgery) (pâ€‰<â€‰0.0001), and, 3) weight maintenance phase (24-months post-surgery) (pâ€‰=â€‰0.00073). However, the degree of metabolic adaptation observed in GBP patients was similar to the weight-stable comparator group (no metabolic adaptation) from 12-months post-surgery onwards (3-months; pâ€‰=â€‰0.01, 12-months; pâ€‰=â€‰0.26, 24-months post-surgery; pâ€‰=â€‰0.70). These results suggest that there is a potential biological mechanism of surgery that attenuates the expected postoperative downregulation in BMR thus helping GBP patients maintain weight loss.",10.1038/s41366-024-01585-5,1,,0,1573
13,"Changes in Fat Mass Index and Fat-Free Mass Index Vary Significantly by Age and Sex of the Patient, and by Type of Bariatric Surgery.","The loss of fat-free mass after rapid weight loss following bariatric surgery shows BMI is inadequate for reporting weight loss, emphasizing the need for a more accurate body composition metric. This study assessed changes in fat mass index (FMI), fat-free mass index (FFMI), and dietary intake over 6Â months after one-anastomosis gastric bypass (OAGB), Roux-en-Y gastric bypass (RYGB), and sleeve gastrectomy (SG) across age and sex groups. This prospective observational study included 151 bariatric surgery candidates. Data on demographics, anthropometric, body composition, and food intake data were collected before and 6Â months after surgery. SPSS version 22 was used for analysis, employing ANOVA and t-tests to assess group differences. Younger patients (â‰¤â€‰35Â years) had higher percent total and excess weight loss (%TWL and %EWL) across all bariatric surgeries, and those undergoing SG experienced more favorable changes in fat-free mass (FFM) and visceral fat compared to other procedures (Pâ€‰=â€‰0.002). Males had higher percent change in fat mass index (%âˆ† FMI) and visceral fat than females with OAGB and RYGB (Pâ€‰<â€‰0.05). Women undergoing SG and RYGB had a more significant decrease in energy intake compared to OAGB (Pâ€‰<â€‰0.001), and theâ€‰â‰¤â€‰35 and 35-44 age groups demonstrated lower reductions in energy intake following OAGB. Age, sex, and surgery type significantly affect bariatric surgery outcomes. Younger patients achieved greater weight-related improvements, while men undergoing RYGB experienced more substantial fat mass changes than women.",10.1007/s11695-024-07465-1,1,,0,1574
942,LSG vs OAGB-1Â Year Follow-up Data-a Randomized Control Trial.,"Laparoscopic sleeve gastrectomy (LSG) is one of the most popular bariatric procedure. One anastomosis gastric bypass (OAGB) is rapidly emerging as a safe and effective metabolic procedure. This study aims at comparing the 1-year follow-up results of OAGB and LSG in terms of excess weight loss, complications, resolution of comorbidities, and quality of life. A prospective randomized study of results between 100 LSG and 101 OAGB patients was done from 2012 to 2015. The results were compared regarding operative outcomes, percentage of excess weight loss, complications, resolution of comorbidities, and quality of life (BAROS score). The mean BMI for the OAGB and LSG group was 44.31 and 43.75Â kg/m2, respectively. Percentage of excess weight loss (%EWL) for OAGB vs LSG was 66.87Â Â±Â 10.87 vs 63.97Â Â±Â 13.24 at 1Â year (pÂ >Â 0.05), respectively. Diabetes remission was 83.63Â % in OAGB patients and 76.58Â % in LSG patients. Remission of hypertension is 64.15Â % in OAGB patients and 66.07Â % in LSG patients. Bariatric Analysis Reporting and Outcome System (BAROS) was 3.71 in LSG and 3.96 in OAGB. In our study, there was no significant difference between LSG and OAGB in outcome at 1Â year follow-up in % excess weight loss, remission of HTN, and quality of life. OAGB has marginally better outcome in T2 DM remission. However, a longer follow-up is required to establish a correct comparative result.",10.1007/s11695-016-2403-x,0,,0,1575
449,LSG vs MGB-OAGB: 5-Year Follow-up Data and Comparative Outcome of the Two Procedures over Long Term-Results of a Randomised Control Trial.,"Bariatric surgery is a durable and effective way for the management of obesity and resolution of related comorbidities. The aim of this study is to evaluate the outcome of laparoscopic sleeve gastrectomy (LSG) and one-anastomosis gastric bypass (OAGB) over long term in a South Asian population. This is a prospective randomised trial comparing the outcome of 100 and 101 LSG and OAGB patients respectively after 5-year follow-up. This study is in continuity with previous published papers with 1- and 3-year follow-up. 71 LSG and 73 OAGB patients followed at 5Â years. The results of these patients were analysed and compared in terms of %EWL, comorbidity resolution and quality of life (QoL) at 5Â years. Bariatric analysis reporting and outcome system (BAROS) was used to assess the outcome of patients. At 5-year follow-up, both LSG and OAGB patients performed well and patients had significant improvement in BMI (kg/m2). The mean preoperative BMI of LSG and OAGB patients was 44.89â€‰Â±â€‰7.94 and 45.32â€‰Â±â€‰8.24, and their mean BMI at 5Â years was 33.41â€‰Â±â€‰6.02, 30.80â€‰Â±â€‰3.40 respectively. At 5Â years, %EWL was 55.95â€‰Â±â€‰27.01 and 65.28â€‰Â±â€‰13.98 for LSG and OAGB patients respectively. The QoL score of LSG and OAGB patients was 1.86â€‰Â±â€‰0.56 and 2.35â€‰Â±â€‰0.41 while comorbidity score was 1.84â€‰Â±â€‰0.68 and 2.24â€‰Â±â€‰0.62 respectively at 5Â years. Both LSG and OAGB are effective bariatric procedures over long term with respect to weight loss, comorbidity resolution and improvement in QoL. OAGB is significantly better than LSG in all the three parameters at 5Â years.",10.1007/s11695-020-05119-6,0,,0,1576
170,Comparison of single-anastomosis gastric bypass and sleeve gastrectomy on type 2 diabetes mellitus remission for obese patients: A meta-analysis of randomized controlled trials.,"Currently, the increasing numbers of one anastomosis gastric bypass (OAGB) brought this technique in the third position in order of frequency, behind sleeve gastrectomy (SG) and Roux-en-Y gastric bypass (RYGB). However, OAGB is still considered lack of evidence in reducing obesity- related comorbidities. Our study aimed to compare the efficacy for SG and OAGB improving type 2 diabetes mellitus (T2DM) remission and weight loss in obese patients. PubMed, Embase, and the Cochrane Central Register of Controlled Trials (CENTRAL) were searched for randomized controlled trials (RCTs) comparing OAGB and SG. Review Manager 5.4.1 was used to analyze the data, and the right effect model was chosen based on heterogeneity. Five randomized controlled trials were included in the study. The remission of T2DM in the OAGB group was more efficient at 1 year and 5 years. Meanwhile, the OAGB group has a greater improvement than the SG group in terms of hypertension (HTN) and fasting plasma glucose (FPG). Although the percentage of excess BMI loss (%EBMIL) between the OAGB and SG groups was not significant at 6 months, the OAGB group had a conspicuous %EBMIL at 1 year. And 5 years after surgery, a higher percentage of excess weight loss (%EWL) was found in the OAGB group. Besides, the OAGB group showed a lower body mass index (BMI) at 5 years than the SG group, but the BMI at 6 months and 1 year were not significant. Finally, at 6 months, the OAGB group exhibited a more remarkable percentage of total weight loss (%TWL) than the SG group. In general, OAGB exhibited a better therapeutic effect in T2DM, HTN, and weight loss than SG in the medium-term follow-up period. To assess the long-term efficacy, clinics should be encouraged to continue longer-term follow-up studies and possibly RCTs.",10.1016/j.asjsur.2023.03.062,0,,0,1577
180,One Anastomosis Gastric Bypass (OAGB) vs Roux en Y Gastric Bypass (RYGB) for Remission of T2DM in Patients with Morbid Obesity: a Randomized Controlled Trial.,"Majority of the studies comparing Roux en Y gastric bypass (RYGB) and one anastomosis gastric bypass (OAGB) are non-randomized. Moreover, few randomized studies have focussed on weight loss as the primary outcome rather than the impact on type 2 diabetes mellitus (T2DM). This randomized trial compared OABG over RYGB with the hypothesis that OAGB is not inferior to RYGB in terms of remission of T2DM. This was an open-labelled, randomized trial in which patients having a BMI greater than 30Â kg/m2 with T2DM were included. The primary outcome was the remission of T2DM. In the study, 25 and 24 patients were recruited in OAGB and RYGB groups respectively. The remission rates of T2DM were similar at all timelines. The highest rate was achieved at 1Â year (86.36% vs 85.71%) for both the groups and a 4-year remission rate of (72.22% vs 71.43%), for OAGB vs RYGB respectively. The % EWL was also comparable with the highest rate achieved again at 1Â year (69.23% vs 66.67%) and a 4-year rate of (58.33% vs 53.33%), for OAGB vs RYGB respectively. Remission of other co-morbidities, major and minor complication rate, re-admission rate, and nutritional issues were similar in both groups. OAGB is non-inferior to RYGB in terms of remission of type 2 diabetes mellitus, weight loss, and early and late complications with a shorter operating time.",10.1007/s11695-023-06515-4,0,,0,1578
783,One anastomosis gastric bypass versus Roux-en-Y gastric bypass for morbid obesity: a meta-analysis.,"We aim to review the available literature on morbidly obese patients treated with one anastomosis gastric bypass (OAGB) or Roux-en-Y gastric bypass (RYGB) in order to compare the clinical outcomes of the two methods. A literature search was performed in PubMed, Cochrane library and Scopus, in accordance with the PRISMA guidelines. Twelve studies met the inclusion criteria (7452 patients). OAGB was associated with shorter mean operative time. The length of hospital stay was comparable between the two procedures. The incidence of leaks, marginal ulcer, dumping, bowel obstruction, revisions and mortality was similar between the two approaches. The incidence of malnutrition was increased in patients treated with OAGB, while the incidence of internal hernia and bowel obstruction was greater in the RYGB group. In addition, the percentage excess weight loss at 1, 2 and 5 years post-operatively was greater for the OAGB group. The rate of type 2 diabetes remission was greater in the OAGB group. The rate of hypertension and dyslipidemia remission was also similar between OAGB and RYGB. Randomized controlled trials, comparing RYGB to OAGB, are necessary to further assess their clinical outcomes.",10.1111/cob.12246,0,,0,1579
577,One Anastomosis Gastric Bypass Versus Roux-en-Y Gastric Bypass for Obesity: a Systematic Review and Meta-Analysis of Randomized Clinical Trials.,"We aim to compare the efficacy and safety outcomes of one anastomosis gastric bypass (OAGB) with Roux-en-Y gastric bypass (RYGB). We searched Ovid Medline, Ovid Embase, and the Cochrane Library from inception to May 14, 2019, without language restrictions, for randomized clinical trials comparing OAGB with RYGB in obesity. Quality of included trials was assessed by Cochrane Collaboration's tool; quality of evidence was evaluated by GRADE approach. The primary outcome was excess body mass index (BMI) loss at 2 years. We identified 206 reports; after exclusions, three trials with a total of 733 patients were eligible for analysis. Compared with RYGB, OAGB was associated with more excess BMI loss at 2 years (mean difference (MD), 10.22; 95% CI, 3.05 to17.40; I2 = 95%; low-quality evidence), with benefit seen in OAGB using non-obese patients (MD, 17.10; 95% CI, 15.76 to18.44; P for interaction = 0.007 ) and no benefit in OAGB using standard length of biliopancreatic limb (MD, 6.49; 95% CI, - 1.09 to 14.08). Moreover, individuals allocated to OAGB compared with RYGB had a higher remission rate of type 2 diabetes(T2D) (risk ratio (RR), 1.13; 95% CI, 1.01 to 1.27; I2 = 0%). No statistically significant difference was found between the two surgical groups in adverse events. OAGB is possibly associated with more body weight loss compared with RYGB in patients with obesity, despite the low quality of evidence caused by inconsistent of the effect of biliopancreatic limb length in OAGB group. This benefit appears to be confined to OAGB using the extended length of the biliopancreatic limb but not to OAGB using the standard length of the biliopancreatic limb, compared with RYBG. Additional large clinical studies are needed to assess the impact of limb length in OAGB.",10.1007/s11695-019-04288-3,0,,0,1580
88,"Roux-en-Y versus one-anastomosis gastric bypass (RYSA study): weight loss, metabolic improvements, and nutrition at 1â€‰year after surgery, a multicenter randomized controlled trial.","Although it has been suggested that one-anastomosis gastric bypass (OAGB) is metabolically superior to the ""gold standard,"" i.e., Roux-en-Y gastric bypass (RYGB), there is little robust evidence to prove it. Because this result may arise from the typically longer length of bypassed intestine in OAGB, here, the authors standardized the bypass length in RYGB and OAGB and compared weight loss and metabolic outcomes in a randomized controlled trial. The authors randomized 121 bariatric patients to RYGB (nâ€‰=â€‰61) or OAGB (nâ€‰=â€‰60) in two Finnish University Hospitals and measured weight; body composition; metabolic features (insulin sensitivity, lipids, inflammation, nutrition); and comorbidities before and 6 and 12â€‰months after the operation. Total weight loss was similar in RYGB and OAGB at 6â€‰months (mean: 21.2% [95% CI: 19.4-23.0] vs. 22.8% [95% CI: 21.5-24.1], pâ€‰=â€‰0.136) and 12â€‰months (25.4% [95% CI: 23.4-27.5] vs. 26.1% [95% CI: 24.2-28.9], pâ€‰=â€‰0.635). Insulin sensitivity, lipids, and inflammation improved similarly between the groups (pâ€‰>â€‰0.05). Remission of type 2 diabetes and hypercholesterolemia was marked and similar (pâ€‰>â€‰0.05) but the use of antihypertensive medications was lower (pâ€‰=â€‰0.037) and hypertension tended to improve more (pâ€‰=â€‰0.053) with RYGB versus OAGB at 12â€‰months. Higher rates of vitamin D-25 deficiency (pâ€‰<â€‰0.05) and lower D-25 levels were observed with OAGB versus RYGB throughout the follow-up (pâ€‰<â€‰0.001). No differences in adverse effects were observed. RYGB and OAGB were comparable in weight loss, metabolic improvement, remission of diabetes and hypercholesterolemia, and nutrition at 1-year follow-up. Vitamin D-25 deficiency was more prevalent with OAGB, whereas reduction in antihypertensive medications and hypertension was greater with RYGB. There is no need to change the current practices of RYGB in favor of OAGB.",10.1002/oby.23852,0,,0,1581
549,Predictive Factors of Gastroesophageal Reflux Disease in Bariatric Surgery: a Controlled Trial Comparing Sleeve Gastrectomy with Gastric Bypass.,"To evaluate the impact of laparoscopic sleeve gastrectomy (LSG) or laparoscopic Roux-en-Y gastric bypass (LRYGB) on gastroesophageal reflux disease (GERD) in patients with obesity. Patients with class II or III obesity were treated with LSG or LRYGB. Procedure choice was based on patients and surgeon preferences. GERD symptoms, endoscopy, barium swallow X-ray, esophageal manometry, and 24-h pH monitoring were obtained before and 1 year after surgery. Seventy-five patients underwent surgery (83% female, 39.3 Â± 12.1 years, BMI of 41.5 Â± 5.1 kg/m2): 35 (46.7%) had LSG and 40 (53.3%) LRYGB. LSG patients had lower BMI (40.3 Â± 4.0 kg/m2 vs. 42.7 Â± 5.7 kg/m2; p = 0.041) and trend toward lower prevalence of GERD (20% vs. 40%; p = 0.061). One year after surgeries, GERD was more frequent in LSG patients (74% vs. 25%; p < 0.001) and all LSG patients with preoperative GERD continue to have GERD postoperatively. De novo GERD occurred in 19 of 28 (67.9%) of LSG patients and 4 of 24 (16.7%) patients treated with LRYGB (OR 10.6, 95%CI 2.78-40.1). Independent predictors for post-operative GERD were as follows: LSG (OR 12.3, 95%CI 2.9-52.5), preoperative esophagitis (OR 8.5, 95% CI 1.6-44.8), and age (OR 2.0, 95%CI 1.1-3.4). One year after surgery, persistent or de novo GERD were substantially more frequent in patients treated with LSG compared with LRYGB. LSG was the strongest predictor for GERD in our trial. Preoperative counseling and choice of bariatric surgical options must include a detailed assessment and discussion of GERD-related surgical outcomes.",10.1007/s11695-019-04286-5,0,,0,1582
626,Gastroesophageal reflux-related physiologic changes after sleeve gastrectomy and Roux-en-Y gastric bypass: a prospective comparative study.,"The development of gastroesophageal reflux disease (GERD) after laparoscopic sleeve gastrectomy (LSG) is a major concern as it affects the quality of life of the patients and potentially exposes them to the complications of GERD. The reported incidence of GERD after LSG is up to 35%. Laparoscopic Roux-en-Y gastric bypass (LRYGB) is considered the procedure of choice for patients with morbid obesity with GERD but objective evidence based on physiologic studies for the same are limited. The objectives of the study were to determine the physiologic changes related to gastroesophageal reflux based on symptoms index, 24-hour pH study, impedance, and manometry after LSG and LRYGB. Tertiary care teaching hospital, India. This registered study (CTRI/2017/06/008834) is a prospective, nonrandomized, open-label clinical trial comparing the incidence of GERD after LSG and LRYGB. In this study, non-GERD patients were evaluated for GERD based on clinical questionnaires, 24-hour pH study, and impedance manometry preoperatively and 6 months postoperatively. Thirty patients underwent LSG, and 16 patients underwent LRYGB. The mean DeMeester score increased from 10.9 Â± 11.8 to 40.2 Â± 38.6 (P = .006) after LSG. The incidence of GERD after LSG was 66.6%. The increase in DeMeester score from 9.5 Â± 4.6 to 12.2 Â± 17.2 after LRYGB was not significant (P = .7). There was a significant increase in the nonacid reflux both after LSG and LRYGB. The incidence of GERD after LSG is high, making it a contraindication for LSG. LRYGB remains the preferred procedure for patients with GERD. However, more studies are needed to understand the physiologic changes in patients with preexisting GERD.",10.1016/j.soard.2019.05.017,0,,0,1583
776,LSG vs MGB-OAGB-3Â Year Follow-up Data: a Randomised Control Trial.,"The objective of this study is to compare 3-year follow-up results of one anastomosis gastric bypass (MGB-OAGB) and laparoscopic sleeve gastrectomy (LSG) in terms of weight loss, complications, resolution of comorbidities and quality of life. A prospective randomised study of results between 100 LSG patients and 101 MGB-OAGB patients was done from 2012 to 2015. The results were compared regarding operative outcomes, percentage of excess weight loss (%EWL), complications, resolution of comorbidities and quality of life (BAROS score) at 3Â years follow-up. Follow-up was achieved in 93 MGB-OAGB vs 92 LSG patients for 3-yearÂ period. The average %EWL for MGB-OAGB vs LSG was 66.48 vs 61.15% at the end of 3Â years respectively, which was statistically insignificant. Diabetes remission was seen in 89.13% of MGB-OAGB patients and 81.82% of LSG patients. Remission of hypertension was seen in 74% of MGB-OAGB patients and 72.22% of LSG patients. Bariatric analysis reporting and outcome system (BAROS) with comorbidity in LSG patients and MGB-OAGB patients was 6.03 and 6.96 respectively, whereas in patients without comorbidity, BAROS score was 3.86 in LSG group and 4.34 in MGB-OAGB group. In our study, at 36Â months follow up, there was no significant difference between LSG and MGB-OAGB in %EWL and remission of HTN. Type 2 diabetes mellitus (T2DM) remission rates were higher after MGB-OAGB as compared to LSG but the difference was statistically insignificant. MGB-OAGB patients with comorbidities have a better quality of life and BAROS score compared to LSG patients.",10.1007/s11695-018-3255-3,0,,0,1584
